file,label,class_id
00002.jpg,Cicadellidae,0
00003.jpg,Cicadellidae,0
00005.jpg,Cicadellidae,0
00006.jpg,Cicadellidae,0
00008.jpg,Cicadellidae,0
00011.jpg,Cicadellidae,0
00015.jpg,Cicadellidae,0
00017.jpg,Cicadellidae,0
00018.jpg,Cicadellidae,0
00019.jpg,Cicadellidae,0
00020.jpg,Cicadellidae,0
00021.jpg,Cicadellidae,0
00022.jpg,Cicadellidae,0
00024.jpg,Cicadellidae,0
00025.jpg,Cicadellidae,0
00027.jpg,Cicadellidae,0
00028.jpg,Cicadellidae,0
00029.jpg,Cicadellidae,0
00030.jpg,Cicadellidae,0
00031.jpg,Cicadellidae,0
00032.jpg,Cicadellidae,0
00033.jpg,Cicadellidae,0
00037.jpg,Cicadellidae,0
00038.jpg,Cicadellidae,0
00040.jpg,Cicadellidae,0
00041.jpg,Cicadellidae,0
00042.jpg,Cicadellidae,0
00043.jpg,Cicadellidae,0
00045.jpg,Cicadellidae,0
00047.jpg,Cicadellidae,0
00048.jpg,Cicadellidae,0
00050.jpg,Cicadellidae,0
00052.jpg,Cicadellidae,0
00053.jpg,Cicadellidae,0
00055.jpg,Cicadellidae,0
00056.jpg,Cicadellidae,0
00057.jpg,Cicadellidae,0
00060.jpg,Cicadellidae,0
00062.jpg,Cicadellidae,0
00064.jpg,Cicadellidae,0
00065.jpg,Cicadellidae,0
00068.jpg,Cicadellidae,0
00069.jpg,Cicadellidae,0
00072.jpg,Cicadellidae,0
00073.jpg,Cicadellidae,0
00074.jpg,Cicadellidae,0
00076.jpg,Cicadellidae,0
00077.jpg,Cicadellidae,0
00078.jpg,Cicadellidae,0
00080.jpg,Cicadellidae,0
00081.jpg,Cicadellidae,0
00083.jpg,Cicadellidae,0
00084.jpg,Cicadellidae,0
00085.jpg,Cicadellidae,0
00086.jpg,Cicadellidae,0
00087.jpg,Cicadellidae,0
00088.jpg,Cicadellidae,0
00089.jpg,Cicadellidae,0
00091.jpg,Cicadellidae,0
00092.jpg,Cicadellidae,0
00093.jpg,Cicadellidae,0
00095.jpg,Cicadellidae,0
00096.jpg,Cicadellidae,0
00098.jpg,Cicadellidae,0
00099.jpg,Cicadellidae,0
00101.jpg,Cicadellidae,0
00102.jpg,Cicadellidae,0
00104.jpg,Cicadellidae,0
00106.jpg,Cicadellidae,0
00109.jpg,Cicadellidae,0
00110.jpg,Cicadellidae,0
00113.jpg,Cicadellidae,0
00115.jpg,Cicadellidae,0
00116.jpg,Cicadellidae,0
00126.jpg,Cicadellidae,0
00128.jpg,Cicadellidae,0
00129.jpg,Cicadellidae,0
00130.jpg,Cicadellidae,0
00131.jpg,Cicadellidae,0
00133.jpg,Cicadellidae,0
00138.jpg,Cicadellidae,0
00141.jpg,Cicadellidae,0
00145.jpg,Cicadellidae,0
00146.jpg,Cicadellidae,0
00147.jpg,Cicadellidae,0
00148.jpg,Cicadellidae,0
00149.jpg,Cicadellidae,0
00151.jpg,Cicadellidae,0
00155.jpg,Cicadellidae,0
00156.jpg,Cicadellidae,0
00157.jpg,Cicadellidae,0
00159.jpg,Cicadellidae,0
00160.jpg,Cicadellidae,0
00161.jpg,Cicadellidae,0
00163.jpg,Cicadellidae,0
00164.jpg,Cicadellidae,0
00165.jpg,Cicadellidae,0
00166.jpg,Cicadellidae,0
00168.jpg,Cicadellidae,0
00169.jpg,Cicadellidae,0
01115.jpg,rice_leaf_roller,1
01116.jpg,rice_leaf_roller,1
01121.jpg,rice_leaf_roller,1
01122.jpg,rice_leaf_roller,1
01125.jpg,rice_leaf_roller,1
01130.jpg,rice_leaf_roller,1
01131.jpg,rice_leaf_roller,1
01132.jpg,rice_leaf_roller,1
01133.jpg,rice_leaf_roller,1
01134.jpg,rice_leaf_roller,1
01136.jpg,rice_leaf_roller,1
01137.jpg,rice_leaf_roller,1
01142.jpg,rice_leaf_roller,1
01143.jpg,rice_leaf_roller,1
01145.jpg,rice_leaf_roller,1
01146.jpg,rice_leaf_roller,1
01147.jpg,rice_leaf_roller,1
01148.jpg,rice_leaf_roller,1
01149.jpg,rice_leaf_roller,1
01150.jpg,rice_leaf_roller,1
01154.jpg,rice_leaf_roller,1
01155.jpg,rice_leaf_roller,1
01156.jpg,rice_leaf_roller,1
01157.jpg,rice_leaf_roller,1
01162.jpg,rice_leaf_roller,1
01168.jpg,rice_leaf_roller,1
01169.jpg,rice_leaf_roller,1
01170.jpg,rice_leaf_roller,1
01171.jpg,rice_leaf_roller,1
01173.jpg,rice_leaf_roller,1
01174.jpg,rice_leaf_roller,1
01175.jpg,rice_leaf_roller,1
01176.jpg,rice_leaf_roller,1
01177.jpg,rice_leaf_roller,1
01178.jpg,rice_leaf_roller,1
01179.jpg,rice_leaf_roller,1
01182.jpg,rice_leaf_roller,1
01185.jpg,rice_leaf_roller,1
01186.jpg,rice_leaf_roller,1
01187.jpg,rice_leaf_roller,1
01189.jpg,rice_leaf_roller,1
01192.jpg,rice_leaf_roller,1
01194.jpg,rice_leaf_roller,1
01197.jpg,rice_leaf_roller,1
01198.jpg,rice_leaf_roller,1
01199.jpg,rice_leaf_roller,1
01201.jpg,rice_leaf_roller,1
01202.jpg,rice_leaf_roller,1
01204.jpg,rice_leaf_roller,1
01205.jpg,rice_leaf_roller,1
01207.jpg,rice_leaf_roller,1
01211.jpg,rice_leaf_roller,1
01212.jpg,rice_leaf_roller,1
01213.jpg,rice_leaf_roller,1
01217.jpg,rice_leaf_roller,1
01218.jpg,rice_leaf_roller,1
01219.jpg,rice_leaf_roller,1
01220.jpg,rice_leaf_roller,1
01221.jpg,rice_leaf_roller,1
01222.jpg,rice_leaf_roller,1
01223.jpg,rice_leaf_roller,1
01225.jpg,rice_leaf_roller,1
01226.jpg,rice_leaf_roller,1
01227.jpg,rice_leaf_roller,1
01228.jpg,rice_leaf_roller,1
01229.jpg,rice_leaf_roller,1
01231.jpg,rice_leaf_roller,1
01232.jpg,rice_leaf_roller,1
01233.jpg,rice_leaf_roller,1
01234.jpg,rice_leaf_roller,1
01238.jpg,rice_leaf_roller,1
01239.jpg,rice_leaf_roller,1
01243.jpg,rice_leaf_roller,1
01245.jpg,rice_leaf_roller,1
01246.jpg,rice_leaf_roller,1
01247.jpg,rice_leaf_roller,1
01248.jpg,rice_leaf_roller,1
01249.jpg,rice_leaf_roller,1
01250.jpg,rice_leaf_roller,1
01252.jpg,rice_leaf_roller,1
01257.jpg,rice_leaf_roller,1
01258.jpg,rice_leaf_roller,1
01259.jpg,rice_leaf_roller,1
01261.jpg,rice_leaf_roller,1
01262.jpg,rice_leaf_roller,1
01263.jpg,rice_leaf_roller,1
01264.jpg,rice_leaf_roller,1
01266.jpg,rice_leaf_roller,1
01267.jpg,rice_leaf_roller,1
01268.jpg,rice_leaf_roller,1
01269.jpg,rice_leaf_roller,1
01270.jpg,rice_leaf_roller,1
01271.jpg,rice_leaf_roller,1
01273.jpg,rice_leaf_roller,1
01274.jpg,rice_leaf_roller,1
01278.jpg,rice_leaf_roller,1
01280.jpg,rice_leaf_roller,1
01281.jpg,rice_leaf_roller,1
01283.jpg,rice_leaf_roller,1
01286.jpg,rice_leaf_roller,1
01604.jpg,rice_leaf_caterpillar,2
01606.jpg,rice_leaf_caterpillar,2
01609.jpg,rice_leaf_caterpillar,2
01610.jpg,rice_leaf_caterpillar,2
01611.jpg,rice_leaf_caterpillar,2
01612.jpg,rice_leaf_caterpillar,2
01614.jpg,rice_leaf_caterpillar,2
01615.jpg,rice_leaf_caterpillar,2
01616.jpg,rice_leaf_caterpillar,2
01617.jpg,rice_leaf_caterpillar,2
01618.jpg,rice_leaf_caterpillar,2
01619.jpg,rice_leaf_caterpillar,2
01621.jpg,rice_leaf_caterpillar,2
01623.jpg,rice_leaf_caterpillar,2
01627.jpg,rice_leaf_caterpillar,2
01628.jpg,rice_leaf_caterpillar,2
01629.jpg,rice_leaf_caterpillar,2
01633.jpg,rice_leaf_caterpillar,2
01634.jpg,rice_leaf_caterpillar,2
01635.jpg,rice_leaf_caterpillar,2
01637.jpg,rice_leaf_caterpillar,2
01638.jpg,rice_leaf_caterpillar,2
01639.jpg,rice_leaf_caterpillar,2
01640.jpg,rice_leaf_caterpillar,2
01641.jpg,rice_leaf_caterpillar,2
01642.jpg,rice_leaf_caterpillar,2
01646.jpg,rice_leaf_caterpillar,2
01648.jpg,rice_leaf_caterpillar,2
01649.jpg,rice_leaf_caterpillar,2
01651.jpg,rice_leaf_caterpillar,2
01652.jpg,rice_leaf_caterpillar,2
